OM azonosító;Intézmény megnevezése
039118;Csehimindszenti Mindszenty József Általános Iskola
039145;Ferenczy Noémi Középiskolai Leánykollégium
039150;Deák Ferenc Középiskolai Kollégium
039152;József Attila Középiskolai Kollégium
039153;Középiskolai Leánykollégium
039155;Fábry Zoltán Középiskolás Leánykollégium
039165;Evangélikus Középiskolai Kollégium
039177;Pécsi Hajnóczy József Kollégium
039186;Kecskeméti Táncsics Mihály Középiskolai Kollégium
039196;Kecskeméti Református Internátus
039227;Sárospataki Református Kollégium Gimnáziuma, Általános Iskolája és Diákotthona
039228;Kossuth Lajos Piarista Kollégium
039232;Kelemen Didák Fiúkollégium
039233;Karacs Teréz Kollégium
039237;Miskolci Petőfi Sándor Kollégium
039251;Káldor Miklós Kollégium
039252;Táncsics Mihály Tehetséggondozó Kollégium
039253;Budapesti Egyesített Középiskolai Kollégium
039254;Váci Mihály Kollégium
039258;Pannónia Középiskolás Kollégium
039294;Vécsey János Leánykollégium
039355;Gulyás Pál Kollégium
039432;Budapest I. Kerületi Farkas Ferenc Zenei Alapfokú Művészeti Iskola
039438;Járdányi Pál Zeneiskola Alapfokú Művészeti Iskola
039453;Kalocsai Liszt Ferenc Alapfokú Művészeti Iskola
039455;Kiskőrösi SZÓ-LA-M Alapfokú Művészeti Iskola
039457;Kiskunhalasi Alapfokú Művészeti Iskola
039458;Kiskunmajsai Egressy Béni Alapfokú Művészeti Iskola
039476;Kállai Ferenc Alapfokú Művészeti Iskola
039478;Orosházi Liszt Ferenc Alapfokú Művészeti Iskola
039479;Chován Kálmán Alapfokú Művészeti Iskola
039489;Kazincbarcikai Kodály Zoltán Alapfokú Művészeti Iskola
039505;Miskolci Egressy Béni Zenei Alapfokú Művészeti Iskola
039515;Farkas Ferenc Alapfokú Művészeti Iskola
039527;Reményi Ede Zenei Alapfokú Művészeti Iskola
039530;Szentesi Lajtha László Alapfokú Művészeti Iskola
039533;Király-König Péter Zenei Alapfokú Művészeti Iskola
039538;Mórahalmi Alapfokú Művészeti Iskola
039539;Petőfi Sándor Katolikus Általános Iskola és Alapfokú Művészeti Iskola
039541;Magán Alapfokú Művészeti Iskola és Zeneművészeti Szakgimnázium Makó
039542;Bicskei Prelúdium Alapfokú Művészeti Iskola
039544;Dunaújvárosi Sándor Frigyes Alapfokú Művészeti Iskola
039550;Móri Pászti Miklós Alapfokú Művészeti Iskola
039554;Székesfehérvári Hermann László Zeneművészeti Szakgimnázium és Alapfokú Művészeti Iskola
039563;Martonvásári Alapfokú Művészeti Iskola
039580;Liszt Ferenc Zeneiskola-Alapfokú Művészeti Iskola
039589;Horváth József Alapfokú Művészeti Iskola
039590;Mosonyi Mihály Zenei Alapfokú Művészeti Iskola
039591;Metrum Zenei Alapfokú Művészeti Iskola
039593;J. Haydn Alapfokú Művészeti Iskola
039603;Földesi Karácsony Sándor Általános Iskola és Alapfokú Művészeti Iskola
039608;Hajdúböszörményi Bartók Béla Alapfokú Művészeti Iskola
039609;Balmazújvárosi Alapfokú Művészeti Iskola
039611;Zichy Géza Alapfokú Művészeti Iskola
039626;Aelia Sabina Alapfokú Művészeti Iskola
039663;Budapest V. Kerületi Szabolcsi Bence Zenei Alapfokú Művészeti Iskola
039669;Tóth Aladár Zeneiskola Alapfokú Művészeti Iskola
039679;Molnár Antal Zeneiskola-Alapfokú Művészeti Iskola
039690;Józsefvárosi Zeneiskola Alapfokú Művészeti Iskola
039698;Ferencvárosi Ádám Jenő Zeneiskola-Alapfokú Művészeti Iskola
039706;Kroó György Zene- és Képzőművészeti Kőbányai Alapfokú Művészeti Iskola
039741;Solti György Zenei Alapfokú Művészeti Iskola
039755;Budapest XIII. Kerületi Fischer Annie Zeneiskola-Alapfokú Művészeti Iskola
039770;Szent István Király Zeneművészeti Szakgimnázium és Alapfokú Művészeti Iskola
039785;Budapest XV. Kerületi Hubay Jenő Zeneiskola Alapfokú Művészeti Iskola
039798;Budapest XVI. Kerületi Rácz Aladár Zene-, Tánc-, Képző- és Iparművészeti Alapfokú Művészeti Iskola
039811;Budapest XVII. Kerületi Bartók Béla Alapfokú Művészeti Iskola
039822;Dohnányi Ernő Alapfokú Művészeti Iskola
039838;Kispesti Szatmári László Alapfokú Művészeti Iskola
039851;Budapest XX. Kerületi Lajtha László Alapfokú Művészeti Iskola
039862;Csepeli Fasang Árpád Alapfokú Művészeti Iskola
039879;Budafok - Tétényi Nádasdy Kálmán Alapfokú Művészeti Iskola és Általános Iskola
039890;Óbudai Népzenei Alapfokú Művészeti Iskola
039907;Rajkó-Talentum Alapfokú Művészeti Iskola és Középiskola
039924;Egri Farkas Ferenc Zeneiskola Alapfokú Művészeti Iskola
039926;Kocsis Albert Alapfokú Művészeti Iskola
039935;Dorogi Erkel Ferenc Alapfokú Művészeti Iskola
039939;Bakfark Bálint Alapfokú Művészeti Iskola
039940;Tatabányai Erkel Ferenc Alapfokú Művészeti Iskola
039941;Menner Bernát Alapfokú Művészeti Iskola
039942;Nyergesújfalui Szabolcsi Bence Alapfokú Művészeti Iskola
039943;Komáromi Egressy Béni Alapfokú Művészeti Iskola
039945;Zsolt Nándor Katolikus Zeneiskola - Alapfokú Művészeti Iskola
039947;Táti Lavotta János Alapfokú Művészeti Iskola
039951;Rózsavölgyi Márk Alapfokú Művészeti Iskola
039959;Váczi Gyula Alapfokú Művészeti Iskola
039968;Bihari János Alapfokú Művészeti Iskola
039974;Lukin László Alapfokú Művészeti Iskola
039978;Podmaniczky Alapfokú Művészeti Iskola
039985;Ceglédi Erkel Ferenc Alapfokú Művészeti Iskola
039990;Dunakeszi Farkas Ferenc Alapfokú Művészeti Iskola
039991;Frédéric Chopin Zenei Alapfokú Művészeti Iskola
039999;Weiner Leó Zeneiskola Alapfokú Művészeti Iskola
040003;Ránki György Alapfokú Művészeti Iskola
040006;Vujicsics Tihamér Alapfokú Művészeti Iskola
040008;Szobi Kodály Zoltán Alapfokú Művészeti Iskola
040015;Váci Bartók-Pikéthy Zeneművészeti Szakgimnázium és Zeneiskola, Alapfokú Művészeti Iskola
040022;Péceli Alapfokú Művészeti Iskola
040023;Dunaharaszti Alapfokú Művészeti Iskola
040025;Czövek Erna Alapfokú Művészeti Iskola
040031;Fóti Liszt Ferenc Alapfokú Művészeti Iskola
040033;Vecsési Zenei Alapfokú Művészeti Iskola
040034;Dezső Lajos Alapfokú Művészeti Iskola
040035;Volly István Alapfokú Művészeti Iskola
040037;Dányi Alapfokú Művészeti Iskola
040039;Harmónia Zenei Alapfokú Művészeti Iskola
040041;Dunavarsányi Erkel Ferenc Alapfokú Művészeti Iskola
040043;Leopold Mozart Alapfokú Művészeti Iskola
040046;Teleki-Wattay Művészeti Iskola, Alapfokú Művészeti Iskola
040047;Biatorbágyi Pászti Miklós Alapfokú Művészeti Iskola
040053;Lisznyay Szabó Gábor Alapfokú Művészeti Iskola
040056;Szőnyi Erzsébet Alapfokú Művészeti Iskola
040058;Cziffra György Alapfokú Művészeti Iskola
040060;Gyáli Kodály Zoltán Alapfokú Művészeti Iskola
040062;Kaposvári Liszt Ferenc Zeneiskola-Alapfokú Művészeti Iskola
040064;Fonyódi Alapfokú Művészeti Iskola
040078;Kisvárdai Weiner Leó Alapfokú Művészeti Iskola
040079;Szatmár Alapfokú Művészeti Iskola
040081;Vikár Sándor Zeneiskola-Alapfokú Művészeti Iskola
040082;Hankó László Zenei Alapfokú Művészeti Iskola
040093;Palotásy János Zeneiskola Alapfokú Művészeti Iskola
040099;Szolnoki Bartók Béla Alapfokú Művészeti Iskola
040103;Törökszentmiklósi Kodály Zoltán Alapfokú Művészeti Iskola
040107;Egressy Béni Zeneiskola- Alapfokú Művészeti Iskola
040119;Pro Artis Alapfokú Művészeti Iskola
040127;Celldömölki Ádám Jenő Alapfokú Művészeti Iskola
040129;Budaker Gusztáv Zeneiskola - Alapfokú Művészeti Iskola
040132;Koncz János Alapfokú Művészeti Iskola
040137;Szombathelyi Bartók Béla Zeneiskola-Alapfokú Művészeti Iskola
040147;Vasvári Zenei Alapfokú Művészeti Iskola
040149;Ferencsik János Zeneiskola - Alapfokú Művészeti Iskola
040150;Pápai Bartók Béla Alapfokú Művészeti Iskola
040151;Tapolcai Járdányi Pál Zeneiskola-Alapfokú Művészeti Iskola
040155;Csermák Antal Alapfokú Művészeti Iskola
040160;Kósa György Zenei Alapfokú Művészeti Iskola
040168;Keszthelyi Festetics György Zenei Alapfokú Művészeti Iskola
040172;Letenyei Alapfokú Művészeti Iskola
040173;Farkas Ferenc Zene- és Aranymetszés Alapfokú Művészeti Iskola
040175;Zalaegerszegi Pálóczi Horváth Ádám Alapfokú Művészeti Iskola
040178;Szent Cecília Zeneiskola és Alapfokú Művészeti Iskola
040204;Budapest XXIII. Kerületi Galambos János Zenei Alapfokú Művészeti Iskola
040209;Agócsy László Alapfokú Művészeti Iskola
040234;Hang-Szín-Tér Művészeti Gimnázium, Művészeti Szakgimnázium, Alapfokú Művészeti Iskola és Kollégium
040235;Gorsium Alapfokú Művészeti Iskola
040246;Harmónia Alapfokú Művészeti Iskola
040258;Dallam Alapfokú Művészeti Iskola
040259;Vértessomlói Alapfokú Művészeti Iskola és Várgesztesi Tagozata
040275;Csömöri Krammer Teréz Zenei Alapfokú Művészeti Iskola
040340;Kiss Zenede Alapfokú Művészeti Iskola
040365;Karolina Óvoda, Általános Iskola, Gimnázium, Alapfokú Művészeti Iskola és Kollégium
040382;Tinódi Lantos Sebestyén Református Általános Iskola és Alapfokú Művészeti Iskola
040413;Együd Árpád Alapfokú Művészeti Iskola
040414;Mikrokozmosz Református Alapfokú Művészeti Iskola
040423;Bölcsesség Kezdete Óvoda, Általános Iskola és Alapfokú Művészeti Iskola
040447;Mezei Mária Alapfokú Művészeti Iskola
040448;Ádám Jenő Zeneiskola - Alapfokú Művészeti Iskola
040458;Laurus Alapfokú Művészeti Iskola
040512;Esztergomi Kőrösy László Középiskolai Kollégium
040523;Madách Imre Kollégium
040524;Dózsa György Kollégium
040542;Szent Hedvig Kollégium
040549;Érseki Szent József Kollégium
040556;Debreceni Deák Ferenc Tehetségfejlesztő Középiskolai Szakkollégium
040578;Szép Ernő Kollégium
040593;Luther Márton Evangélikus Kollégium
040602;Babus Jolán Középiskolai Kollégium
040605;Szolnok Városi Tehetséggondozó Szakkollégium
040624;Terney Béla Kollégium
040652;Kaposvári Klebelsberg Középiskolai Kollégium
040659;Székesfehérvári József Attila Középiskolai Kollégium
040661;Veszprémi Középiskolai Kollégium
040665;Davidikum Római Katolikus Középiskolai Kollégium
040683;Boglári Kollégium
040693;Zalaegerszegi Városi Középiskolai Kollégium
040702;Kossuth Zsuzsanna Leánykollégium
057753;Szent János Katolikus Általános Iskola
062576;Trívium Alapítványi Gimnázium
062788;Bokodi Móra Ferenc Általános Iskola
062790;Almásfüzitői Fekete István Általános Iskola
062933;Gárdonyi Zoltán Református Általános Iskola és Alapfokú Művészeti Iskola
063121;Hammido Alapfokú Művészeti Iskola
063165;Pro Musica Alapfokú Művészeti Iskola
063188;Ruzsai Weöres Sándor Általános Iskola és Alapfokú Művészeti Iskola
063746;Garabonciás Alapfokú Művészeti Iskola
063879;Constantinum Katolikus Óvoda, Általános Iskola, Gimnázium, Technikum, Kollégium
063918;Szent Márton Óvoda
064274;Don Bosco Nővérek Szent Család Óvodája
064329;SEK Budapest Óvoda, Általános Iskola és Gimnázium
064350;TERÉZVÁROSI ÖNKORMÁNYZAT JÁTÉKVÁR ÓVODÁJA
064887;Budapesti Zsidó Hitközség Scheiber Sándor Gimnázium és Általános Iskola
090030;Picur Alapítványi Óvoda
090035;Geszti Arany János Általános Iskola
090037;TELKI ZÖLDMANÓ ÓVODA
090046;Óbarki Kisvakond Óvoda
100440;Kiskunhalasi Református Kollégium Gólyafészek Óvoda
100441;Boldog Gizella Óvoda
100443;Debreceni Református Kollégium Óvodája
100446;Babolygó Óvoda
100449;Palánta Alapítványi Óvoda
100450;Úszó Pingvin Óvoda
100451;Hárskút Waldorf Óvoda
100454;Mátyásföldi Katica Óvoda
100498;Tudásfa Tanoda Óvoda
100500;Kuckó Óvoda
100501;Fót-Központi Református Egyházközség Száz Juhocska Református Óvodája
100502;Jancsi és Juliska Óvoda
100505;Mary Poppins Óvoda
100507;Karácsony Sándor Waldorf Óvoda
100510;Fóti Szabad Waldorf Óvoda, Általános Iskola, Alapfokú Művészeti Iskola és Gimnázium
100523;Dombrádi Móra Ferenc Általános Iskola, Gimnázium és Alapfokú Művészeti Iskola
100527;Kardos István Általános Iskola és Gimnázium
100528;Budapesti Nemzetközi Keresztyén Óvoda, Általános Iskola és Gimnázium
100534;Innovációs Gimnázium
100537;Kovács Pál Baptista Gimnázium
100539;Katedra Általános Iskola, Gimnázium, Informatikai és Művészeti Technikum, Szakgimnázium és Kollégium
100565;Szent Angéla Ferences Általános Iskola és Gimnázium
100566;Alsóerdősori Bárdos Lajos Általános Iskola és Gimnázium
100573;EURO Baptista Két Tanítási Nyelvű Gimnázium és Technikum
100760;Kaláris Alapfokú Művészeti Iskola
100787;Sárospataki Alapfokú Művészeti Iskola
100789;Bokréta Alapfokú Művészeti Iskola
100866;Violin Alapfokú Művészeti Iskola
100921;Vásárhelyi László Református Alapfokú Művészeti Iskola
100930;Muzsika Zeneiskola Alapfokú Művészeti Iskola Nyíregyháza
100954;Vivaldi Alapfokú Művészeti Iskola
101138;Sylvester János Református Gimnázium és Technikum
101156;Budai Rajziskola - Alapfokú Művészeti Iskola és Szakgimnázium
101194;Dr. Pesovár Ernő Alapfokú Művészeti Iskola
101196;Hauck János Német Nemzetiségi Általános Iskola
101204;Kerek Világ Általános Iskola
101246;Sárvári Gárdonyi Géza Általános Iskola
101247;Mohács Térségi Általános Iskola
101281;Wesley-Da Capo Alapfokú Művészeti Iskola
101304;Szekszárdi Óvoda, Általános Iskola, Készségfejlesztő Iskola, Fejlesztő Nevelés-Oktatást Végző Iskola, Kollégium, Egységes Gyógypedagógiai Módszertani Intézmény
101327;TÉBLÁB Alapfokú Művészeti Iskola
101417;Muzsikáló Egészség Alapítványi Alapfokú Művészeti Iskola
101433;Szentendrei Református Gimnázium
101464;Szent János Apostol Katolikus Általános Iskola és Óvoda
101488;Atalanta Gimnázium
101496;Gimnázium, Informatikai, Közgazdasági, Nyomdaipari Technikum és Szakképző Iskola
101497;Európai Üzleti Gimnázium
101503;Forrás Waldorf Általános Iskola, Gimnázium és Alapfokú Művészeti Iskola
101504;Vadgesztenye Református Óvoda-Bölcsőde
101508;Gyermekház Iskola
101517;Dunakeszi Micimackó Alapítványi Óvoda
101526;Teátrum Alapfokú Művészeti Iskola
101543;HEIDI Német Nemzetiségi Óvoda
101545;Keleti István Alapfokú Művészeti Iskola és Művészeti Szakgimnázium
101602;Vásártéri Óvoda
101603;Nagykovácsi Alapfokú Művészeti Iskola
101607;Nagyboldogasszony Római Katolikus Általános Iskola
101608;Váci Waldorf Általános Iskola és Alapfokú Művészeti Iskola
101611;Borostyánkő Alapítvány Heuréka Általános Iskolája
101624;HO-PI OVI MAGÁN ÓVODA
101626;Szinvavölgyi Alapfokú Művészeti Iskola
101637;Korda Vince Táncművészeti, Képzőművészeti és Színjáték Alapfokú Művészeti Iskola
101639;Hungaro-Art Alapfokú Művészeti Iskola
101641;Fészek Waldorf Általános Iskola, Gimnázium és Alapfokú Művészeti Iskola
101668;Játékkuckó Magánóvoda
101671;Zöld Kakas Líceum Mentálhigiénés Szakgimnázium, Gimnázium és Általános Iskola
101680;"Harmónia" Alapfokú Művészeti Iskola
101695;Szegedi Evangélikus Kollégium
101699;Brumi Óvoda
101702;Bocsoda Óvoda
101706;Budapest-Budafok Református Egyházközség Halacska Református Óvoda
101714;Vivaldi Alapfokú Művészeti Iskola
101720;Gyökössy Endre Református Óvoda és Bölcsőde
101721;Lurkó-Kuckó Magánóvoda
101722;Kipp-Kopp Magánóvoda
101737;Beszélj Velem Alapítványi Óvoda Egységes Gyógypedagógiai Módszertani Intézmény
101738;Budapesti Korai Fejlesztő Központ Egységes Gyógypedagógiai Módszertani Intézmény és Óvoda
101740;Katolikus Pedagógiai Intézet
101743;Sashalmi Waldorf Általános Iskola és Alapfokú Művészeti Iskola
101746;Kőbányai Zenei Stúdió Magyar Zeneművészek és Táncművészek Szakszervezete Művészeti Szakgimnáziuma
101752;Harmónia Alapfokú Művészeti Iskola
101762;Székely József Református Általános Iskola
101782;Kamaraerdei Óvoda
101783;Kisdeák Evangélikus Óvoda
101784;Kedvesház Kollégium
101838;Allegro Alapfokú Művészeti Iskola
101852;Mozgáskorlátozottak Somogy Megyei Egyesülete Napsugár Pedagógiai Szakszolgálat, Óvoda és Fejlesztő Nevelést-Oktatást végző Iskola, Egységes Gyógypedagógiai Módszertani Intézmény
101878;Fővárosi Pedagógiai Szakszolgálat
101894;Győr-Moson-Sopron Vármegyei Pedagógiai Szakszolgálat
101898;Heves Vármegyei Pedagógiai Szakszolgálat
101905;Tatabányai Éltes Mátyás Óvoda, Általános Iskola, Szakiskola és Készségfejlesztő Iskola, Fejlesztő Nevelés-Oktatást Végző Iskola,  Egységes Gyógypedagógiai Módszertani Intézmény
102243;ESZTERGOMI SPECIÁLIS GYERMEKOTTHONI KÖZPONT, ÁLTALÁNOS ISKOLA ÉS SZAKISKOLA
102245;Evangélikus Egyházi Óvoda
102246;Református Pedagógiai Intézet
102249;A Pápai Református Kollégium "Tánc-Lánc" Alapfokú Művészeti Iskolája
102255;TánCentrum Alapfokú Művészeti Iskola
102277;Classic Alapfokú Művészeti Iskola
102290;Magyar Műhely Általános Művelődési Központ
